order_id,customer_id,order_date,category,product_price,quantity,discount_pct,region,payment_method,returned,rating,revenue,profit,month,month_name,quarter
ORD00033,3747,2023-01-03 07:55:17.703540,Electronics,150.68,1,10,East,Net Banking,0,3,135.61,35.26,1,Jan,1
ORD00034,1975,2023-01-03 09:40:08.881776,Home & Kitchen,100.0,2,10,North,Credit Card,0,4,180.0,45.46,1,Jan,1
ORD00035,2806,2023-01-03 11:25:00.060012,Electronics,100.0,4,20,North,Credit Card,0,2,320.0,98.07,1,Jan,1
ORD00036,1189,2023-01-03 13:09:51.238247,Electronics,100.0,3,0,East,UPI,0,4,300.0,51.08,1,Jan,1
ORD00037,3734,2023-01-03 14:54:42.416483,Books,3575.95,5,10,West,Debit Card,0,4,16091.78,5458.06,1,Jan,1
ORD00038,1562,2023-01-03 16:39:33.594718,Books,1916.2,4,15,North,COD,0,1,6515.08,2228.81,1,Jan,1
ORD00039,2899,2023-01-03 18:24:24.772954,Home & Kitchen,1695.65,1,25,West,UPI,0,5,1271.74,341.47,1,Jan,1
ORD00040,2267,2023-01-03 20:09:15.951190,Beauty,1109.02,2,25,South,COD,0,5,1663.53,646.99,1,Jan,1
ORD00041,3879,2023-01-03 21:54:07.129425,Home & Kitchen,2284.56,1,10,East,Debit Card,0,5,2056.1,606.21,1,Jan,1
ORD00042,2528,2023-01-03 23:38:58.307661,Beauty,253.78,5,15,South,Debit Card,1,4,1078.56,349.25,1,Jan,1
ORD00043,1646,2023-01-04 01:23:49.485897,Sports,746.23,5,5,West,Debit Card,0,5,3544.59,1350.79,1,Jan,1
ORD00044,3068,2023-01-04 03:08:40.664132,Home & Kitchen,1010.03,1,10,South,Net Banking,0,5,909.03,287.79,1,Jan,1
ORD00045,3888,2023-01-04 04:53:31.842368,Sports,175.49,4,25,South,COD,0,4,526.47,135.81,1,Jan,1
ORD00046,3214,2023-01-04 06:38:23.020604,Home & Kitchen,815.83,4,25,South,COD,0,4,2447.49,382.28,1,Jan,1
ORD00047,2297,2023-01-04 08:23:14.198839,Electronics,570.8,2,25,North,UPI,0,1,856.2,284.32,1,Jan,1
ORD00048,3435,2023-01-04 10:08:05.377075,Home & Kitchen,100.0,2,0,North,Credit Card,0,5,200.0,78.24,1,Jan,1
ORD00049,1600,2023-01-04 11:52:56.555311,Electronics,220.55,3,25,East,Debit Card,0,4,496.24,132.77,1,Jan,1
ORD00050,3363,2023-01-04 13:37:47.733546,Home & Kitchen,2166.12,3,25,West,Debit Card,0,5,4873.77,1145.05,1,Jan,1
ORD00051,3061,2023-01-04 15:22:38.911782,Home & Kitchen,100.0,2,5,West,UPI,0,4,190.0,53.16,1,Jan,1
ORD00052,1241,2023-01-04 17:07:30.090018,Electronics,4082.92,3,10,East,COD,0,5,11023.88,3661.13,1,Jan,1
ORD00053,3041,2023-01-04 18:52:21.268253,Electronics,135.58,1,20,West,Net Banking,0,5,108.46,16.29,1,Jan,1
ORD00054,3824,2023-01-04 20:37:12.446489,Beauty,2408.45,4,10,West,COD,0,5,8670.42,3223.69,1,Jan,1
ORD00055,3612,2023-01-04 22:22:03.624724,Home & Kitchen,3433.27,3,30,South,Net Banking,0,4,7209.87,2679.12,1,Jan,1
ORD00056,3945,2023-01-05 00:06:54.802960,Electronics,4248.78,3,10,South,Net Banking,0,3,11471.71,3273.16,1,Jan,1
ORD00057,2363,2023-01-05 01:51:45.981196,Home & Kitchen,3031.5,1,15,West,COD,0,5,2576.78,465.35,1,Jan,1
ORD00058,3139,2023-01-05 03:36:37.159431,Home & Kitchen,508.57,5,20,East,Debit Card,0,5,2034.28,646.8,1,Jan,1
ORD00059,2390,2023-01-05 05:21:28.337667,Books,607.64,2,10,East,Net Banking,0,3,1093.75,201.75,1,Jan,1
ORD00060,2478,2023-01-05 07:06:19.515903,Beauty,834.12,1,25,West,UPI,0,5,625.59,173.22,1,Jan,1
ORD00061,3556,2023-01-05 08:51:10.694138,Home & Kitchen,225.01,5,10,East,UPI,0,4,1012.54,175.58,1,Jan,1
ORD00062,1775,2023-01-05 10:36:01.872374,Clothing,100.0,1,10,East,Net Banking,0,2,90.0,26.75,1,Jan,1
ORD00063,1034,2023-01-05 12:20:53.050610,Sports,3050.23,4,0,South,Debit Card,0,4,12200.92,2800.32,1,Jan,1
ORD00064,3253,2023-01-05 14:05:44.228845,Sports,1211.59,1,5,East,Net Banking,0,5,1151.01,411.77,1,Jan,1
ORD00065,2955,2023-01-05 15:50:35.407081,Electronics,1407.51,1,15,North,UPI,0,4,1196.38,418.72,1,Jan,1
ORD00066,2585,2023-01-05 17:35:26.585317,Electronics,3925.71,4,25,South,UPI,1,5,11777.13,4706.36,1,Jan,1
ORD00067,2021,2023-01-05 19:20:17.763552,Electronics,1640.98,2,0,North,COD,0,1,3281.96,703.57,1,Jan,1
ORD00068,3613,2023-01-05 21:05:08.941788,Home & Kitchen,1760.91,5,5,West,Debit Card,0,5,8364.32,1383.88,1,Jan,1
ORD00069,2129,2023-01-05 22:50:00.120024,Home & Kitchen,2319.47,3,0,East,COD,0,5,6958.41,1814.41,1,Jan,1
ORD00070,2500,2023-01-06 00:34:51.298259,Home & Kitchen,185.54,2,15,North,Credit Card,0,4,315.42,53.89,1,Jan,1
ORD00071,1702,2023-01-06 02:19:42.476495,Beauty,669.81,1,30,East,Net Banking,0,4,468.87,91.25,1,Jan,1
ORD00072,3449,2023-01-06 04:04:33.654730,Sports,5172.81,3,15,North,COD,0,4,13190.67,3948.3,1,Jan,1
ORD00073,3777,2023-01-06 05:49:24.832966,Electronics,3844.56,4,15,South,Debit Card,0,5,13071.5,3895.73,1,Jan,1
ORD00074,2579,2023-01-06 07:34:16.011202,Clothing,3232.22,2,10,West,Net Banking,0,3,5818.0,935.72,1,Jan,1
ORD00075,1161,2023-01-06 09:19:07.189437,Clothing,902.46,5,0,North,Net Banking,0,4,4512.3,1176.47,1,Jan,1
ORD00076,1201,2023-01-06 11:03:58.367673,Clothing,2919.39,2,15,South,Net Banking,0,3,4962.96,1402.31,1,Jan,1
ORD00077,2981,2023-01-06 12:48:49.545909,Home & Kitchen,100.0,2,15,West,Net Banking,0,4,170.0,36.89,1,Jan,1
ORD00078,1995,2023-01-06 14:33:40.724144,Sports,241.16,3,15,North,Net Banking,1,4,614.96,226.31,1,Jan,1
ORD00079,3317,2023-01-06 16:18:31.902380,Clothing,801.57,4,25,North,Debit Card,0,5,2404.71,457.56,1,Jan,1
ORD00080,1815,2023-01-06 18:03:23.080616,Home & Kitchen,990.71,4,20,South,Credit Card,0,4,3170.27,676.77,1,Jan,1
ORD00081,1455,2023-01-06 19:48:14.258851,Sports,458.78,2,20,West,UPI,0,4,734.05,138.92,1,Jan,1
ORD00082,2275,2023-01-06 21:33:05.437087,Clothing,661.2,4,25,West,Credit Card,0,5,1983.6,355.34,1,Jan,1
ORD00083,2016,2023-01-06 23:17:56.615323,Electronics,266.5,3,30,South,UPI,0,4,559.65,206.93,1,Jan,1
ORD00084,3343,2023-01-07 01:02:47.793558,Books,1007.47,3,10,East,COD,0,4,2720.17,596.98,1,Jan,1
ORD00085,3767,2023-01-07 02:47:38.971794,Electronics,2368.68,5,0,South,Net Banking,1,5,11843.4,3915.8,1,Jan,1
ORD00086,1337,2023-01-07 04:32:30.150030,Beauty,1624.23,4,10,West,COD,0,4,5847.23,1502.71,1,Jan,1
ORD00087,1878,2023-01-07 06:17:21.328265,Electronics,171.08,5,20,South,COD,0,3,684.32,211.43,1,Jan,1
ORD00088,2076,2023-01-07 08:02:12.506501,Clothing,1002.92,1,0,East,UPI,0,4,1002.92,383.16,1,Jan,1
ORD00089,1791,2023-01-07 09:47:03.684736,Books,1794.24,3,0,South,Debit Card,0,4,5382.72,1943.98,1,Jan,1
ORD00090,3264,2023-01-07 11:31:54.862972,Beauty,1132.2,2,0,South,Net Banking,1,3,2264.4,378.71,1,Jan,1
ORD00091,1763,2023-01-07 13:16:46.041208,Electronics,745.57,3,15,North,COD,0,5,1901.2,686.9,1,Jan,1
ORD00092,3235,2023-01-07 15:01:37.219443,Electronics,1458.95,1,10,East,Credit Card,1,4,1313.06,345.28,1,Jan,1
ORD00093,1379,2023-01-07 16:46:28.397679,Electronics,5193.27,2,5,West,Net Banking,0,5,9867.21,2343.82,1,Jan,1
ORD00094,1492,2023-01-07 18:31:19.575915,Electronics,149.58,4,0,East,Debit Card,0,3,598.32,190.32,1,Jan,1
ORD00095,2180,2023-01-07 20:16:10.754150,Electronics,741.48,4,15,West,Net Banking,1,5,2521.03,977.03,1,Jan,1
ORD00096,3062,2023-01-07 22:01:01.932386,Home & Kitchen,782.84,3,5,West,COD,0,5,2231.09,387.17,1,Jan,1
ORD00097,1064,2023-01-07 23:45:53.110622,Electronics,1290.46,2,0,North,Credit Card,0,5,2580.92,882.72,1,Jan,1
ORD00098,3568,2023-01-08 01:30:44.288857,Electronics,247.62,2,15,East,COD,0,4,420.95,84.56,1,Jan,1
ORD00099,2367,2023-01-08 03:15:35.467093,Sports,291.55,5,10,North,Debit Card,0,4,1311.98,321.48,1,Jan,1
ORD00100,2152,2023-01-08 05:00:26.645329,Clothing,503.97,1,5,South,UPI,0,4,478.77,176.41,1,Jan,1
ORD00101,3027,2023-01-08 06:45:17.823564,Clothing,4680.92,4,15,East,Credit Card,0,5,15915.13,4558.89,1,Jan,1
ORD00102,3695,2023-01-08 08:30:09.001800,Clothing,1987.0,3,0,South,Debit Card,0,5,5961.0,994.68,1,Jan,1
ORD00103,2495,2023-01-08 10:15:00.180036,Beauty,1625.7,2,20,East,Debit Card,0,2,2601.12,720.54,1,Jan,1
ORD00104,2162,2023-01-08 11:59:51.358271,Electronics,2547.06,4,0,West,COD,0,5,10188.24,3539.5,1,Jan,1
ORD00105,2522,2023-01-08 13:44:42.536507,Sports,204.72,3,0,South,COD,0,5,614.16,173.33,1,Jan,1
ORD00106,3640,2023-01-08 15:29:33.714742,Sports,2942.04,4,20,East,COD,0,4,9414.53,1804.98,1,Jan,1
ORD00107,1391,2023-01-08 17:14:24.892978,Electronics,1355.18,3,15,East,UPI,0,3,3455.71,902.84,1,Jan,1
ORD00108,2698,2023-01-08 18:59:16.071214,Beauty,612.69,4,0,South,Net Banking,0,5,2450.76,933.95,1,Jan,1
ORD00109,1418,2023-01-08 20:44:07.249449,Clothing,2538.05,5,0,North,Net Banking,0,4,12690.25,3991.73,1,Jan,1
ORD00110,3336,2023-01-08 22:28:58.427685,Electronics,2433.52,1,20,East,COD,0,5,1946.82,647.26,1,Jan,1
ORD00111,1378,2023-01-09 00:13:49.605921,Sports,2803.37,4,20,North,COD,0,5,8970.78,3108.23,1,Jan,1
ORD00112,2796,2023-01-09 01:58:40.784156,Home & Kitchen,184.13,1,5,North,UPI,0,2,174.92,30.2,1,Jan,1
ORD00113,3278,2023-01-09 03:43:31.962392,Home & Kitchen,5228.23,4,15,North,Net Banking,0,4,17775.98,5250.74,1,Jan,1
ORD00114,3088,2023-01-09 05:28:23.140628,Electronics,4814.36,2,0,North,UPI,0,4,9628.72,2349.2,1,Jan,1
ORD00115,3182,2023-01-09 07:13:14.318863,Books,663.51,5,10,North,Debit Card,0,5,2985.8,551.75,1,Jan,1
ORD00116,1200,2023-01-09 08:58:05.497099,Sports,102.25,5,0,West,Net Banking,0,3,511.25,102.6,1,Jan,1
ORD00117,2863,2023-01-09 10:42:56.675335,Clothing,274.18,1,5,North,COD,0,3,260.47,89.94,1,Jan,1
ORD00118,1779,2023-01-09 12:27:47.853570,Clothing,7406.95,2,0,West,Credit Card,0,5,14813.9,2820.16,1,Jan,1
ORD00119,3977,2023-01-09 14:12:39.031806,Electronics,1241.78,3,10,East,Debit Card,0,3,3352.81,764.79,1,Jan,1
ORD00120,1502,2023-01-09 15:57:30.210042,Electronics,661.53,5,10,West,Credit Card,0,4,2976.88,658.54,1,Jan,1
ORD00121,3454,2023-01-09 17:42:21.388277,Sports,509.94,2,10,West,UPI,0,4,917.89,148.84,1,Jan,1
ORD00122,2751,2023-01-09 19:27:12.566513,Clothing,445.57,2,0,North,UPI,1,4,891.14,236.63,1,Jan,1
ORD00123,1804,2023-01-09 21:12:03.744748,Beauty,1636.65,1,5,East,UPI,0,4,1554.82,530.94,1,Jan,1
ORD00124,3146,2023-01-09 22:56:54.922984,Clothing,815.51,2,20,East,COD,1,4,1304.82,202.95,1,Jan,1
ORD00125,3731,2023-01-10 00:41:46.101220,Home & Kitchen,5046.32,2,5,East,UPI,0,5,9588.01,1707.99,1,Jan,1
ORD00126,2895,2023-01-10 02:26:37.279455,Clothing,1727.27,3,15,South,Credit Card,0,3,4404.54,1453.7,1,Jan,1
ORD00127,3773,2023-01-10 04:11:28.457691,Clothing,2355.65,1,5,West,Debit Card,0,4,2237.87,667.77,1,Jan,1
ORD00128,2570,2023-01-10 05:56:19.635927,Electronics,519.54,1,10,North,COD,0,4,467.59,153.75,1,Jan,1
ORD00129,1960,2023-01-10 07:41:10.814162,Clothing,123.75,2,10,South,Debit Card,1,4,222.75,46.23,1,Jan,1
ORD00130,3660,2023-01-10 09:26:01.992398,Books,1003.63,3,30,North,UPI,1,4,2107.62,739.65,1,Jan,1
ORD00131,2485,2023-01-10 11:10:53.170634,Beauty,566.59,4,0,South,Net Banking,1,2,2266.36,611.84,1,Jan,1
ORD00132,3690,2023-01-10 12:55:44.348869,Home & Kitchen,338.63,5,0,East,COD,0,5,1693.15,512.31,1,Jan,1
ORD00133,2028,2023-01-10 14:40:35.527105,Electronics,4575.03,1,15,South,UPI,0,4,3888.78,672.91,1,Jan,1
ORD00134,1502,2023-01-10 16:25:26.705341,Electronics,880.45,3,25,East,COD,0,4,1981.01,398.69,1,Jan,1
ORD00135,3814,2023-01-10 18:10:17.883576,Electronics,288.03,3,30,South,Net Banking,0,4,604.86,207.67,1,Jan,1
ORD00136,1397,2023-01-10 19:55:09.061812,Home & Kitchen,332.19,2,10,North,Credit Card,0,3,597.94,123.16,1,Jan,1
ORD00137,1870,2023-01-10 21:40:00.240048,Sports,494.24,5,10,North,Credit Card,0,2,2224.08,385.06,1,Jan,1
ORD00138,3842,2023-01-10 23:24:51.418283,Beauty,10931.92,1,15,South,Credit Card,0,3,9292.13,2781.14,1,Jan,1
ORD00139,1392,2023-01-11 01:09:42.596519,Electronics,467.99,4,10,West,Net Banking,0,3,1684.76,483.5,1,Jan,1
ORD00140,1206,2023-01-11 02:54:33.774754,Books,598.04,2,15,West,Debit Card,0,3,1016.67,307.01,1,Jan,1
ORD00141,2038,2023-01-11 04:39:24.952990,Books,1615.25,1,25,South,Net Banking,0,4,1211.44,368.98,1,Jan,1
ORD00142,2881,2023-01-11 06:24:16.131226,Home & Kitchen,522.13,1,15,West,Net Banking,0,4,443.81,122.07,1,Jan,1
ORD00143,3939,2023-01-11 08:09:07.309461,Home & Kitchen,364.64,3,10,North,UPI,0,4,984.53,269.21,1,Jan,1
ORD00144,2484,2023-01-11 09:53:58.487697,Home & Kitchen,259.1,5,10,West,Credit Card,1,1,1165.95,444.28,1,Jan,1
ORD00145,1863,2023-01-11 11:38:49.665933,Home & Kitchen,562.44,4,15,South,COD,0,5,1912.3,542.08,1,Jan,1
ORD00146,3790,2023-01-11 13:23:40.844168,Electronics,167.93,5,10,West,Debit Card,1,5,755.68,229.97,1,Jan,1
ORD00147,1563,2023-01-11 15:08:32.022404,Sports,100.0,3,10,South,COD,0,5,270.0,58.52,1,Jan,1
ORD00148,2020,2023-01-11 16:53:23.200640,Electronics,2449.38,4,0,North,UPI,0,4,9797.52,3603.27,1,Jan,1
ORD00149,1095,2023-01-11 18:38:14.378875,Home & Kitchen,222.57,4,0,East,UPI,0,4,890.28,138.97,1,Jan,1
ORD00150,2923,2023-01-11 20:23:05.557111,Clothing,2244.01,2,10,North,Debit Card,0,3,4039.22,1168.57,1,Jan,1
ORD00151,2757,2023-01-11 22:07:56.735347,Books,2395.84,4,20,North,COD,0,5,7666.69,1885.72,1,Jan,1
ORD00152,3532,2023-01-11 23:52:47.913582,Beauty,1158.02,1,0,South,Debit Card,0,3,1158.02,348.54,1,Jan,1
ORD00153,3278,2023-01-12 01:37:39.091818,Sports,555.9,5,10,North,Debit Card,0,4,2501.55,600.48,1,Jan,1
ORD00154,3796,2023-01-12 03:22:30.270054,Sports,235.04,5,5,North,Credit Card,0,4,1116.44,367.78,1,Jan,1
ORD00155,2678,2023-01-12 05:07:21.448289,Books,2002.29,2,0,West,COD,0,4,4004.58,621.04,1,Jan,1
ORD00156,1540,2023-01-12 06:52:12.626525,Home & Kitchen,1379.65,4,30,South,Credit Card,1,4,3863.02,971.44,1,Jan,1
ORD00157,2059,2023-01-12 08:37:03.804760,Books,1598.29,3,25,West,Credit Card,0,2,3596.15,1286.76,1,Jan,1
ORD00158,3572,2023-01-12 10:21:54.982996,Sports,100.0,1,0,South,Credit Card,0,4,100.0,21.26,1,Jan,1
ORD00159,2183,2023-01-12 12:06:46.161232,Clothing,3936.61,2,15,West,Net Banking,1,5,6692.24,1092.09,1,Jan,1
ORD00160,2722,2023-01-12 13:51:37.339467,Beauty,102.88,4,5,West,UPI,1,5,390.94,107.17,1,Jan,1
ORD00161,2819,2023-01-12 15:36:28.517703,Beauty,685.47,3,30,East,UPI,0,4,1439.49,567.35,1,Jan,1
ORD00162,3625,2023-01-12 17:21:19.695939,Home & Kitchen,773.03,4,5,North,Net Banking,0,4,2937.51,487.74,1,Jan,1
ORD00163,3729,2023-01-12 19:06:10.874174,Clothing,100.0,2,0,West,Debit Card,0,2,200.0,33.5,1,Jan,1
ORD00164,3604,2023-01-12 20:51:02.052410,Electronics,1031.01,3,10,East,COD,0,3,2783.73,831.72,1,Jan,1
ORD00165,2597,2023-01-12 22:35:53.230646,Sports,2096.39,3,20,West,COD,0,3,5031.34,1069.24,1,Jan,1
ORD00166,3693,2023-01-13 00:20:44.408881,Electronics,2599.69,3,0,West,COD,0,4,7799.07,1969.72,1,Jan,1
ORD00167,1795,2023-01-13 02:05:35.587117,Sports,3172.88,3,15,East,Credit Card,0,5,8090.84,2893.5,1,Jan,1
ORD00168,2051,2023-01-13 03:50:26.765353,Books,1003.32,4,0,East,COD,0,4,4013.28,801.5,1,Jan,1
ORD00169,2643,2023-01-13 05:35:17.943588,Clothing,1493.96,3,25,East,COD,0,2,3361.41,1108.68,1,Jan,1
ORD00170,2363,2023-01-13 07:20:09.121824,Beauty,124.29,4,0,North,COD,0,4,497.16,137.28,1,Jan,1
ORD00171,2981,2023-01-13 09:05:00.300060,Home & Kitchen,1004.26,3,25,North,UPI,0,3,2259.58,850.14,1,Jan,1
ORD00172,2354,2023-01-13 10:49:51.478295,Home & Kitchen,252.3,3,10,West,Net Banking,0,5,681.21,267.88,1,Jan,1
ORD00173,2663,2023-01-13 12:34:42.656531,Home & Kitchen,692.2,2,10,North,Debit Card,0,3,1245.96,337.95,1,Jan,1
ORD00174,2529,2023-01-13 14:19:33.834766,Clothing,599.16,4,30,East,Net Banking,0,4,1677.65,496.86,1,Jan,1
ORD00175,3038,2023-01-13 16:04:25.013002,Sports,826.28,4,30,South,COD,0,4,2313.58,778.43,1,Jan,1
ORD00176,2496,2023-01-13 17:49:16.191238,Clothing,1271.68,5,15,North,Debit Card,0,3,5404.64,1241.28,1,Jan,1
ORD00177,3237,2023-01-13 19:34:07.369473,Beauty,3497.66,2,0,East,Debit Card,0,2,6995.32,1445.83,1,Jan,1
ORD00178,2408,2023-01-13 21:18:58.547709,Sports,752.51,4,10,East,Net Banking,0,4,2709.04,1059.7,1,Jan,1
ORD00179,2400,2023-01-13 23:03:49.725945,Clothing,5955.37,2,10,East,Net Banking,0,2,10719.67,2767.32,1,Jan,1
ORD00180,2306,2023-01-14 00:48:40.904180,Home & Kitchen,2134.61,2,10,East,Net Banking,1,4,3842.3,577.87,1,Jan,1
ORD00181,3680,2023-01-14 02:33:32.082416,Home & Kitchen,1074.57,2,10,West,Net Banking,0,5,1934.23,695.22,1,Jan,1
ORD00182,3675,2023-01-14 04:18:23.260652,Clothing,1549.35,1,0,East,Credit Card,0,4,1549.35,464.67,1,Jan,1
ORD00183,1972,2023-01-14 06:03:14.438887,Beauty,161.75,4,15,East,UPI,0,4,549.95,105.67,1,Jan,1
ORD00184,2768,2023-01-14 07:48:05.617123,Electronics,2791.87,2,15,West,UPI,0,5,4746.18,747.69,1,Jan,1
ORD00185,2282,2023-01-14 09:32:56.795359,Clothing,1309.69,1,0,North,COD,0,4,1309.69,291.89,1,Jan,1
ORD00186,1709,2023-01-14 11:17:47.973594,Books,6410.29,1,10,South,Credit Card,0,5,5769.26,2203.69,1,Jan,1
ORD00187,2479,2023-01-14 13:02:39.151830,Books,1517.67,3,10,West,Debit Card,0,3,4097.71,1570.95,1,Jan,1
ORD00188,2434,2023-01-14 14:47:30.330066,Home & Kitchen,2694.66,3,15,West,Net Banking,0,5,6871.38,1564.96,1,Jan,1
ORD00189,1648,2023-01-14 16:32:21.508301,Sports,2412.38,4,0,North,COD,0,4,9649.52,3464.01,1,Jan,1
ORD00190,1317,2023-01-14 18:17:12.686537,Home & Kitchen,635.74,3,15,North,Debit Card,0,5,1621.14,422.24,1,Jan,1
ORD00191,2257,2023-01-14 20:02:03.864772,Home & Kitchen,450.87,4,0,East,UPI,0,2,1803.48,565.55,1,Jan,1
ORD00192,1683,2023-01-14 21:46:55.043008,Electronics,844.48,1,10,North,Debit Card,0,3,760.03,177.55,1,Jan,1
ORD00193,1663,2023-01-14 23:31:46.221244,Clothing,944.53,1,20,South,Net Banking,0,3,755.62,210.81,1,Jan,1
ORD00194,2998,2023-01-15 01:16:37.399479,Electronics,411.82,4,15,West,Net Banking,0,5,1400.19,312.87,1,Jan,1
ORD00195,2631,2023-01-15 03:01:28.577715,Clothing,3374.96,3,0,South,UPI,0,4,10124.88,1673.43,1,Jan,1
ORD00196,2495,2023-01-15 04:46:19.755951,Home & Kitchen,1173.12,3,10,East,Net Banking,0,5,3167.42,585.48,1,Jan,1
ORD00197,2136,2023-01-15 06:31:10.934186,Electronics,5755.68,4,30,South,Credit Card,0,3,16115.9,3588.51,1,Jan,1
ORD00198,2853,2023-01-15 08:16:02.112422,Clothing,2491.24,5,0,East,COD,0,2,12456.2,4908.53,1,Jan,1
ORD00199,2520,2023-01-15 10:00:53.290658,Electronics,1216.9,3,25,South,UPI,0,3,2738.02,1071.71,1,Jan,1
ORD00200,3489,2023-01-15 11:45:44.468893,Beauty,4407.34,2,15,West,UPI,0,4,7492.48,2674.18,1,Jan,1
ORD00201,1563,2023-01-15 13:30:35.647129,Beauty,1054.42,3,20,South,Debit Card,0,5,2530.61,526.69,1,Jan,1
ORD00202,2291,2023-01-15 15:15:26.825365,Home & Kitchen,3271.97,5,0,North,UPI,0,4,16359.85,4260.11,1,Jan,1
ORD00203,2636,2023-01-15 17:00:18.003600,Beauty,665.09,1,0,South,COD,0,5,665.09,172.89,1,Jan,1
ORD00204,3999,2023-01-15 18:45:09.181836,Sports,713.77,1,25,West,Credit Card,0,3,535.33,132.09,1,Jan,1
ORD00205,1698,2023-01-15 20:30:00.360072,Home & Kitchen,812.26,1,5,East,Debit Card,0,4,771.65,124.41,1,Jan,1
ORD00206,3160,2023-01-15 22:14:51.538307,Electronics,1186.56,3,0,South,COD,0,5,3559.68,1009.64,1,Jan,1
